path,control_profile,apply_safety_filter_to_final_control,apply_safety_filter_to_nominal_trajectory,apply_safety_filter_to_samples,cost_from_obstacles_or_BRT,mppi_samples,mppi_horizon,save_samples,init_state,goal_state,goal_state_threshold,timestep,trial_max_duration,mppi_temperature,mppi_angvel_control_noise_mean,mppi_angvel_control_noise_stddev,mppi_initial_control_is_mean,brt_filename,safety_filter_type,safety_filter_value_threshold,dynamics_name,state_dim,state_labels,control_dim,control_labels,dynamics_linvel,dynamics_angvel_min,dynamics_angvel_max,Phi_terminal_state_cost_weights,Q_running_state_cost_weights,action_cost_weights,crashed,goal_reached,time_elapsed,total_cost,terminal_state,control_compute_time_avg,control_compute_time_std,apply_safety_filter_to_final_chosen_control,final_safety_filter
experiments_sep_24/exp_samples-0060_trial-016_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,78221.31077,"[-1.6038389821963224, 2.964841914583838, -2.6058548708638813]",False,False,,
experiments_sep_24/exp_samples-0060_trial-016_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,18493.0941,"[1.7410478954736166, -1.7604308195349703, 2.3843164074274874]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-016_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,24369.12472,"[1.4586831824183988, 0.4297453300477181, 1.594987250423956]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-016_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.442973, -0.05575, 2.820455]","[-0.289837, 4.125267, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,10092.21023,"[1.4380944804530817, 3.962127876647902, -0.4430533671591146]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-017_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,30079.37113,"[1.9848711673441806, 0.007338475172917143, -2.6452589850871733]",False,False,,
experiments_sep_24/exp_samples-0060_trial-017_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,11.28,27478.94886,"[-4.098646890056433, -5.006091204024203, -2.6189258115278142]",False,False,,
experiments_sep_24/exp_samples-0060_trial-017_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,6.74,3496.63302,"[0.8386519237162509, 3.7750391586084886, 2.8943148486478023]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-017_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,28006.61282,"[0.33067540029620685, 2.2989977250199964, 2.5185468824718082]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-017_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.487259, -0.453931, -2.755516]","[0.818008, 3.826144, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.68,2203.14389,"[0.9163310962746871, 3.8100655208313503, 2.797636764706837]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-018_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,7.72,6950.2189,"[-0.25811220447579336, 4.1814409905675625, -2.0723002954133807]",False,False,,
experiments_sep_24/exp_samples-0060_trial-018_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,5.76,28745.19681,"[5.022274005653141, -1.2321959102492694, 0.9250887384591717]",False,False,,
experiments_sep_24/exp_samples-0060_trial-018_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,16924.64303,"[0.7768111274986753, 1.7442807617575884, 0.49964741069928476]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-018_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,22154.37228,"[-2.1763616180817693, 2.8314365575988676, -3.028851196826336]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-018_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[0.398505, -3.721347, 0.72322]","[-0.262249, 4.134175, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,12.200000000000001,9113.71182,"[-0.20014618138707113, 4.108288296922508, 2.99954196052693]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-019_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[-1.691336, -3.938756, 1.332035]","[3.56241, -3.288664, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.72,1227.97491,"[3.579955257938722, -3.2262919042306266, -1.1392673622190417]",False,False,,
experiments_sep_24/exp_samples-0060_trial-019_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[-1.691336, -3.938756, 1.332035]","[3.56241, -3.288664, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1211.51303,"[3.5379685389405395, -3.2441120691825884, -1.2705840854594375]",False,False,,
experiments_sep_24/exp_samples-0060_trial-019_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[-1.691336, -3.938756, 1.332035]","[3.56241, -3.288664, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.72,1227.97491,"[3.579955257938722, -3.2262919042306266, -1.1392673622190417]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-019_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[-1.691336, -3.938756, 1.332035]","[3.56241, -3.288664, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1211.51303,"[3.5379685389405395, -3.2441120691825884, -1.2705840854594375]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-019_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[-1.691336, -3.938756, 1.332035]","[3.56241, -3.288664, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.7,1197.08406,"[3.579670835842923, -3.228599078097025, -1.105104202753055]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-020_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[4.084563, -1.79165, 0.492546]","[1.07831, 3.755842, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,32643.58513,"[-5.400830784828378, 4.180688300427109, -1.3786671330554237]",False,False,,
experiments_sep_24/exp_samples-0060_trial-020_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[4.084563, -1.79165, 0.492546]","[1.07831, 3.755842, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,112616.19919,"[-5.478841980380023, 4.378655403061303, -1.6226275952177271]",False,False,,
experiments_sep_24/exp_samples-0060_trial-020_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[4.084563, -1.79165, 0.492546]","[1.07831, 3.755842, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,11.18,10781.02233,"[1.1295191275634564, 3.766189219104493, 2.969335086902195]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-020_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[4.084563, -1.79165, 0.492546]","[1.07831, 3.755842, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,19485.60404,"[-3.811774542083031, 2.3261267477992753, 0.23088709700609744]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-020_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[4.084563, -1.79165, 0.492546]","[1.07831, 3.755842, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,5.5,2956.37039,"[1.0890190840089813, 3.8319751305132947, -0.2232067988798896]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-021_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[1.383711, -3.729183, -1.668794]","[3.205804, 3.409686, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,16891.83501,"[4.517538850067993, 5.1139435027984215, -0.024560701518329342]",False,False,,
experiments_sep_24/exp_samples-0060_trial-021_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[1.383711, -3.729183, -1.668794]","[3.205804, 3.409686, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,6.84,30113.94708,"[5.022831106353559, 3.607182721764513, 1.083778607792235]",False,False,,
experiments_sep_24/exp_samples-0060_trial-021_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[1.383711, -3.729183, -1.668794]","[3.205804, 3.409686, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.7,4729.26032,"[3.1867507967869186, 3.3767011756221086, 1.437136735041423]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-021_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[1.383711, -3.729183, -1.668794]","[3.205804, 3.409686, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,7.5600000000000005,10325.61404,"[3.2235647792294704, 3.4421848484715314, -1.991907506512707]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-021_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[1.383711, -3.729183, -1.668794]","[3.205804, 3.409686, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.7600000000000002,4763.23684,"[3.170575059039982, 3.3790465664355, 1.435038457974457]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-022_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.514009, -0.074734, -1.6998]","[-0.309436, 4.151271, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.22,456.13665,"[3.1599098986516827, -0.9638151136902364, -1.910101637105479]",False,False,,
experiments_sep_24/exp_samples-0060_trial-022_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.514009, -0.074734, -1.6998]","[-0.309436, 4.151271, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.18,80401.54579,"[3.349035079957623, -0.8488433157829042, -2.0533672538522616]",False,False,,
experiments_sep_24/exp_samples-0060_trial-022_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.514009, -0.074734, -1.6998]","[-0.309436, 4.151271, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,18553.27458,"[-2.283073679903392, 2.7714468667865018, 0.24395962255521342]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-022_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.514009, -0.074734, -1.6998]","[-0.309436, 4.151271, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,10.620000000000001,16745.73246,"[-0.3537538294247986, 4.161750781840808, 0.7659167545298811]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-022_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.514009, -0.074734, -1.6998]","[-0.309436, 4.151271, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,9.540000000000001,8966.86836,"[-0.22456037016750718, 4.114394837643172, 3.0319441690686215]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-023_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[-3.42777, 0.473219, 2.697868]","[3.552958, -2.594767, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,4.5,12915.53484,"[3.6300135667070443, -2.565667897471562, -2.3289987758537514]",False,False,,
experiments_sep_24/exp_samples-0060_trial-023_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[-3.42777, 0.473219, 2.697868]","[3.552958, -2.594767, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,False,14.98,74590.79813,"[4.197558296628832, -1.1690240227082833, -1.2781615714525119]",False,False,,
experiments_sep_24/exp_samples-0060_trial-023_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[-3.42777, 0.473219, 2.697868]","[3.552958, -2.594767, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,7.68,16944.1767,"[3.4876281906906863, -2.536383503825648, -0.2864383659212626]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-023_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[-3.42777, 0.473219, 2.697868]","[3.552958, -2.594767, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,8.94,22565.66357,"[3.5275611126297726, -2.5009289686135743, -0.5661837292701843]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-023_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[-3.42777, 0.473219, 2.697868]","[3.552958, -2.594767, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.7800000000000002,5225.05925,"[3.4736722340515875, -2.5478584162883964, -0.41986952123897137]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-024_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.949637, 3.675756, -0.809796]","[3.555349, -3.104926, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.0,2033.03051,"[3.596381353649076, -3.0818224484535977, -2.165822534058035]",False,False,,
experiments_sep_24/exp_samples-0060_trial-024_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.949637, 3.675756, -0.809796]","[3.555349, -3.104926, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,0.42,20982.51808,"[5.012502163219327, 2.3322662137414416, -0.9160891969768219]",False,False,,
experiments_sep_24/exp_samples-0060_trial-024_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.949637, 3.675756, -0.809796]","[3.555349, -3.104926, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,2.02,2124.14118,"[3.578168166712679, -3.0514026948988913, -1.8744071749820248]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-024_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.949637, 3.675756, -0.809796]","[3.555349, -3.104926, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,8.74,12434.4574,"[3.598948364439753, -3.0382255945994796, -0.7165408929457211]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-024_control-4,Sample-safe MPPI (our method),,False,True,obs,60,25,True,"[3.949637, 3.675756, -0.809796]","[3.555349, -3.104926, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,1.96,1942.65054,"[3.6125098471819657, -3.0340994246782835, -2.2650964369437108]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-025_control-0,Vanilla MPPI with obstacle costs,False,False,False,obs,60,25,True,"[3.328253, -2.254278, 2.935585]","[-0.339083, 4.097563, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,1.48,2241.25931,"[1.6507281737503903, 2.4280049320471386, 1.1294110744391004]",False,False,,
experiments_sep_24/exp_samples-0060_trial-025_control-1,Vanilla MPPI with BRT costs,False,False,False,brt,60,25,True,"[3.328253, -2.254278, 2.935585]","[-0.339083, 4.097563, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,True,False,2.34,43927.11941,"[-5.0030568171325855, 1.5440291688270167, 2.2983231114172984]",False,False,,
experiments_sep_24/exp_samples-0060_trial-025_control-2,Filtered MPPI with obstacle costs,,False,False,obs,60,25,True,"[3.328253, -2.254278, 2.935585]","[-0.339083, 4.097563, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,10.040000000000001,12387.89648,"[-0.43073399215433994, 4.071534292414904, 0.8214555269424593]",False,False,False,True
experiments_sep_24/exp_samples-0060_trial-025_control-3,Filtered MPPI with BRT costs,,False,False,brt,60,25,True,"[3.328253, -2.254278, 2.935585]","[-0.339083, 4.097563, 0]",0.1,0.02,15,5.0,0.0,8.0,False,config/brt_dubins_cluttered_0.hdf5,least_restrictive,0.01,dubins,3,"['x', 'y', 'theta']",1,['angvel'],4.0,-6.0,6.0,"[0.0, 0.0, 0.0]","[1.0, 1.0, 0.0]",0.2,False,True,3.66,4742.47205,"[-0.4160915068547221, 4.122815867412449, 0.8357702484516865]",False,False,False,True
